ifInOctets11,ifOutOctets11,ifInUcastPkts11,ifOutUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,icmpInMsgs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,target
41323543,3587584,30973,12860,1,1,0,0,0,0,0,109,129,1,273,283,306,1,22,20,1,1,normal
116536417,7648757,85670,31880,0,0,0,0,0,0,0,298,261,0,273,192,178,1,22,20,1,1,normal
998225958,57392010,769135,269421,1,9,6,2,0,0,0,58,95,2,330,140,219,13,76,69,6,7,normal
579317361,38663368,459312,183333,5,5,0,0,0,0,0,74,104,1,372,171,236,16,108,119,9,8,normal
443900705,39737098,363229,152341,1,1,0,0,0,0,0,75,92,6,327,114,241,14,129,100,10,10,normal
490137392,43015267,404631,185763,3,3,0,0,0,0,0,57,80,2,315,96,218,16,109,100,8,8,normal
773742517,71359340,638657,309402,2,6,3,1,0,0,0,110,134,1,455,157,307,16,118,108,10,10,normal
-3701826067,49931958,484436,228726,7,12,3,1,0,0,0,284,313,1,692,402,480,12,125,121,4,4,normal
566976011,42027681,458906,193972,0,0,0,0,0,0,0,52,79,0,376,161,230,8,112,110,2,2,normal
1090027030,83443173,897128,375936,3,3,0,0,0,0,0,82,105,2,308,111,235,9,101,99,2,2,normal
533042780,42705276,434377,185979,2,2,0,0,0,0,0,79,101,5,289,114,202,7,66,65,1,1,normal
531583833,-4210761630,449642,224980,7,18,6,2,0,0,0,62,91,2,271,141,178,9,40,37,3,3,normal
1077104957,79710053,868069,451815,5,7,0,0,0,0,0,93,123,3,336,165,176,9,25,23,2,2,normal
-3687892760,56977268,498977,186084,4,4,0,0,0,0,0,70,90,6,326,172,160,10,28,24,3,3,normal
738896486,57652987,603733,276479,7,8,0,0,0,0,0,2439,2499,0,2757,2691,2787,7,22,21,1,1,normal
671529325,60461495,549548,252354,6,10,3,1,0,0,0,2673,2663,3,2709,2506,2513,9,33,31,2,2,normal
486911489,41326175,393105,190006,2,6,3,1,0,0,0,309,334,1,527,377,397,7,25,29,0,0,normal
672338449,51501211,516286,226419,3,3,0,0,0,0,0,57,82,0,240,100,132,7,26,21,1,1,normal
967219618,88518485,738178,377042,2,2,0,0,0,0,0,81,108,3,322,154,175,8,25,23,2,2,normal
-3620052240,62395105,514765,267858,5,6,0,0,0,0,0,65,90,4,363,190,168,8,35,38,1,1,normal
601594411,53819782,469366,227827,2,5,3,1,0,0,0,69,85,5,248,118,149,7,26,20,2,2,normal
387732776,42418914,525106,257767,1,5,3,1,0,0,0,83,93,6,303,158,159,10,25,23,3,3,normal
335272081,35213818,374523,168929,5,5,0,0,0,0,0,58,70,9,232,91,153,10,37,33,3,3,normal
639253722,56667776,211333,98019,5,6,0,0,0,0,0,74,91,3,299,140,157,8,37,35,1,1,normal
579066858,52184826,465223,219856,3,2,0,0,0,0,0,79,100,2,349,160,181,7,38,37,1,1,normal
998420266,74019265,781172,340975,0,8,6,2,0,0,0,308,329,4,593,371,400,8,38,37,1,1,normal
-3817856861,44704545,385594,196564,2,2,0,0,0,0,0,77,97,4,255,116,171,7,37,36,1,1,normal
400799554,34329374,320216,168086,1,2,0,0,0,0,0,1366,1412,3,1704,1615,1669,8,32,31,1,1,normal
427408926,41851146,354135,188556,2,2,0,0,0,0,0,2888,2917,7,3054,2898,2964,7,26,25,1,1,normal
718343827,68755877,590195,296000,2,6,3,1,0,0,0,905,873,4,987,790,766,9,30,28,2,2,normal
532039690,50746964,423100,207560,4,8,3,1,0,0,0,77,98,5,301,138,181,9,32,29,3,3,normal
365547800,43259858,298752,149428,3,3,0,0,0,0,0,61,73,6,239,124,136,10,29,27,3,3,normal
685806018,68159146,546291,341393,5,5,0,0,0,0,0,93,116,1,495,162,168,8,29,26,2,2,normal
661338984,60625030,522169,159982,1,1,0,0,0,0,0,67,90,2,282,103,164,11,29,25,4,4,normal
-3867013903,48002403,340985,290831,6,10,3,1,0,0,0,253,277,2,483,356,403,9,30,27,4,4,normal
792604025,78071935,630113,165538,6,14,3,1,0,0,0,131,157,0,304,155,175,13,41,35,6,6,normal
562313197,60847817,453988,212850,6,6,0,0,0,0,0,544,572,1,846,659,676,12,45,40,4,4,normal
494802350,57520138,411221,192750,4,4,0,0,0,0,0,155,173,5,353,186,226,9,33,30,3,3,normal
767975499,108989877,622848,323146,4,8,3,1,0,0,0,88,110,2,350,176,194,12,43,38,5,5,normal
431857346,91531674,368632,220045,1,5,3,1,0,0,0,69,91,3,369,167,206,11,71,66,5,6,normal
461030429,65124203,380162,186831,2,2,0,0,0,0,0,67,90,3,377,132,198,12,79,74,5,4,normal
-3623728971,76782757,540825,261488,4,5,0,0,0,0,0,84,97,4,353,164,200,7,64,62,2,2,normal
84664100,61459817,404290,211051,4,4,0,0,0,0,0,61,80,2,293,156,150,10,31,34,1,1,normal
915908342,63120958,416126,204667,3,8,3,1,0,0,0,116,139,1,348,184,256,7,27,21,1,1,normal
441015334,58222696,353501,305838,3,7,3,1,0,0,0,286,311,1,468,290,325,6,34,34,0,0,normal
424404188,47302877,335539,37073,3,4,0,0,0,0,0,55,77,0,270,93,144,9,33,30,2,2,normal
930358146,111847946,744281,349727,5,7,0,0,0,0,0,73,85,2,352,216,150,7,23,22,1,1,normal
380674996,49844928,310572,163979,2,2,0,0,0,0,0,82,99,5,361,185,188,11,61,77,4,4,normal
475884011,45572677,374930,191235,2,10,6,2,0,0,0,53,66,4,406,144,231,15,125,97,8,8,normal
-3218527682,112914887,856535,440328,1,1,0,0,0,0,0,80,105,2,346,108,231,11,99,94,6,6,normal
425388310,41833547,345492,163063,3,3,0,0,0,0,0,79,104,6,372,117,242,18,108,97,10,11,normal
548003413,48604932,443021,213925,2,2,0,0,0,0,0,50,83,0,314,93,239,17,110,99,11,10,normal
960264752,107172719,862932,432249,5,9,3,1,0,0,0,94,124,3,381,141,298,15,128,119,10,10,normal
730592274,56599924,477022,252001,7,11,3,1,0,0,0,311,337,1,620,351,495,12,124,118,4,4,normal
527464372,47367153,412549,199165,10,12,0,0,0,0,0,49,78,0,302,90,226,9,108,105,3,3,normal
-3443560141,72730945,669993,343704,3,3,0,0,0,0,0,82,106,2,336,118,242,9,104,102,2,2,normal
582649668,49683951,458163,221962,7,8,0,0,0,0,0,71,97,4,433,204,202,7,59,63,1,1,normal
724618565,47354316,554370,240587,0,4,3,1,0,0,0,70,105,2,312,156,233,9,97,83,2,2,normal
1074073504,69261239,811472,335608,4,8,3,1,0,0,0,83,109,4,356,119,232,9,86,80,3,3,normal
779445308,49444854,590345,238274,2,2,0,0,0,0,0,60,86,6,231,95,167,10,34,26,3,3,normal
894589778,66452495,687440,301003,1,1,0,0,0,0,0,2108,2179,0,2396,2311,2437,9,22,21,1,1,normal
-4056471908,67567989,444912,212122,3,3,0,0,0,0,0,2848,2853,2,3114,2898,2849,7,24,23,2,2,normal
942449663,56342656,487644,218174,3,11,6,2,0,0,0,483,478,2,676,397,394,7,31,30,0,0,normal
555161803,47805057,437496,189484,1,1,0,0,0,0,0,79,106,0,308,108,153,8,26,25,1,1,normal
425007109,41417104,338007,148717,6,6,0,0,0,0,0,81,102,3,286,122,175,7,25,24,1,1,normal
556825870,57218959,443248,201573,3,4,0,0,0,0,0,46,73,4,271,86,140,8,25,24,1,1,normal
931458909,79435126,731566,316926,4,10,3,1,0,0,0,77,97,1,318,166,161,8,27,25,3,3,normal
442941994,32154484,348202,153511,5,8,3,1,0,0,0,80,102,4,281,133,166,10,27,24,2,2,normal
-3723156900,42308173,449516,189842,3,4,0,0,0,0,0,57,72,6,246,126,148,9,36,32,3,3,normal
861874625,97352267,696402,331618,5,5,0,0,0,0,0,77,100,1,283,111,167,9,28,26,2,2,normal
425028376,95493573,358780,194452,0,0,0,0,0,0,0,75,104,2,294,109,160,8,32,34,1,1,normal
766492887,172918409,645577,359807,2,11,6,2,0,0,0,303,328,2,490,339,406,7,40,36,1,1,normal
676829385,72212372,548479,240052,2,2,0,0,0,0,0,587,663,0,1007,863,961,8,34,33,1,1,normal
425626366,45353733,347056,151594,5,5,0,0,0,0,0,2937,2956,1,3167,2990,3023,7,35,34,1,1,normal
648546055,64478081,518613,239930,2,2,0,0,0,0,0,1645,1612,5,1656,1449,1463,8,35,34,1,1,normal
-3599957004,68541590,553432,279960,3,7,3,1,0,0,0,81,107,1,281,119,177,8,33,31,2,2,normal
647293508,58394140,504804,161212,6,10,3,1,0,0,0,74,104,4,803,120,190,10,40,37,3,3,normal
844376615,84488507,652507,263503,5,5,0,0,0,0,0,70,99,4,306,95,166,9,35,32,3,3,normal
1058172669,-4202283082,795443,416140,2,3,0,0,0,0,0,92,125,4,293,128,182,9,27,25,2,2,normal
724592883,70818696,571754,259212,0,0,0,0,0,0,0,65,90,2,232,94,152,8,28,26,2,2,normal
-3607284124,57344472,540697,209429,2,6,3,1,0,0,0,217,268,2,520,319,351,11,21,21,4,4,httpFlood
763043839,172770672,602561,329847,4,9,3,1,0,0,0,216,267,0,508,360,416,12,31,21,6,7,normal
785419013,221340632,618007,373424,6,8,0,0,0,0,0,527,534,1,743,521,514,11,26,22,4,3,normal
638381704,192559308,503357,324245,4,3,0,0,0,0,0,134,149,4,306,137,196,10,37,33,4,4,normal
801812362,251470667,627189,396241,2,2,0,0,0,0,0,76,116,2,326,155,196,10,44,40,4,4,normal
306425765,261397954,718623,420843,1,9,6,2,0,0,0,60,84,4,269,95,205,13,72,75,6,6,normal
-2963657316,184365298,549013,307016,3,4,0,0,0,0,0,77,105,1,319,112,200,12,86,72,5,5,normal
403172384,121078914,314984,211528,1,1,0,0,0,0,0,79,99,6,257,107,189,8,45,43,2,2,normal
611816368,201748686,484432,307875,2,2,0,0,0,0,0,49,79,2,314,145,143,9,23,22,1,1,normal
1076593522,346363453,847846,538279,3,7,3,1,0,0,0,97,125,1,267,152,204,8,24,21,2,2,normal
714084770,218832603,559487,348913,1,6,3,1,0,0,0,313,338,1,497,324,386,7,30,30,0,0,normal
652345017,200878030,513685,323654,9,10,0,0,0,0,0,48,73,0,216,87,125,7,24,23,1,1,normal
-3340932913,183909899,752157,382113,1,1,0,0,0,0,0,87,105,2,317,113,194,8,52,50,2,2,normal
597164037,55432827,476432,229549,4,5,0,0,0,0,0,71,97,4,313,109,220,11,85,100,4,4,normal
642024833,76308444,498574,221406,2,10,6,2,0,0,0,53,81,2,425,94,244,14,125,98,8,8,normal
836769490,113660648,669852,363700,0,0,0,0,0,0,0,87,111,4,366,159,231,12,92,87,5,6,normal
730364560,59582140,582801,212380,1,1,0,0,0,0,0,67,86,6,356,110,228,19,103,91,12,11,normal
460901442,43850473,367188,170119,4,5,0,0,0,0,0,53,81,0,326,90,233,14,120,112,9,9,normal
-3564152455,65332005,588123,284692,2,6,3,1,0,0,0,88,114,3,377,170,273,18,127,116,10,10,normal
776304551,59029434,602167,277782,1,6,3,1,0,0,0,312,335,1,671,351,475,10,101,106,5,5,normal
588888325,57305994,462407,201862,3,3,0,0,0,0,0,59,95,0,283,93,218,10,105,93,2,2,normal
1005393087,115489077,788338,335868,7,7,0,0,0,0,0,76,100,2,377,147,204,8,51,48,2,2,normal
402661389,73909119,664142,307606,7,8,0,0,0,0,0,60,92,4,251,105,174,8,34,33,1,1,normal
-3079133201,84300984,601809,261943,2,7,3,1,0,0,0,83,116,1,256,111,170,8,27,25,2,3,normal
445041388,27881527,340030,305224,6,11,3,1,0,0,0,87,114,4,266,166,179,9,24,22,2,2,normal
971088373,61827261,744953,274584,1,1,0,0,0,0,0,62,92,6,219,125,153,10,35,31,4,3,normal
1080690707,71474960,824055,196010,5,5,0,0,0,0,0,1793,1880,1,2119,2070,2169,8,28,28,1,1,normal
879443828,49350627,655521,268978,3,4,0,0,0,0,0,2891,2949,3,3046,2904,2954,7,33,31,1,1,normal
-2790518594,81409407,1098954,414566,5,13,6,2,0,0,0,752,717,3,706,618,636,8,22,21,1,1,httpFlood
1506456859,69728588,1089333,362473,2,2,0,0,0,0,0,86,135,0,206,109,184,7,23,22,1,1,normal
936708630,50949819,691008,228709,0,1,0,0,0,0,0,77,122,1,208,114,172,8,22,21,1,1,normal
-2859760236,66403459,1042613,332801,2,1,0,0,0,0,0,61,97,5,225,84,149,7,21,20,1,1,httpFlood
1156719088,53781144,843797,384838,5,9,3,1,0,0,0,83,128,1,265,136,186,9,23,23,2,2,normal
1389352905,59791002,1016884,212015,4,8,3,1,0,0,0,78,122,3,238,141,195,9,35,30,3,3,normal
1399414675,60796883,1019634,320537,1,1,0,0,0,0,0,59,102,7,170,83,167,10,26,23,3,3,normal
-3086648616,48002862,875181,270423,3,3,0,0,0,0,0,84,126,1,221,121,181,8,25,23,2,2,normal
1053370506,58461653,786420,299943,7,8,0,0,0,0,0,60,85,2,209,96,146,7,22,21,1,1,normal
896969182,-4228959201,683900,290660,2,6,3,1,0,0,0,254,291,3,477,334,374,8,33,32,1,1,normal
916368272,64447429,697039,286292,1,5,3,1,0,0,0,2270,2334,1,2695,2527,2593,7,33,32,1,1,normal
-3399098117,49212684,675258,308982,5,5,0,0,0,0,0,2834,2854,1,2973,2799,2790,8,31,30,1,1,normal
878634135,54153857,658210,266028,2,2,0,0,0,0,0,159,171,4,270,91,157,7,25,24,1,1,normal
689689678,40867275,900750,311985,2,3,0,0,0,0,0,76,110,2,283,122,183,8,32,31,2,2,normal
699195093,35981362,135723,49605,7,16,6,2,0,0,0,64,93,4,261,104,180,10,36,35,3,3,normal
1366568384,101353909,1047185,437056,1,1,0,0,0,0,0,75,118,2,194,103,169,10,33,27,3,3,normal
-3447791063,51536852,636429,258477,4,5,0,0,0,0,0,92,117,8,362,205,189,7,29,28,1,1,normal
514025667,30860564,386897,152155,6,6,0,0,0,0,0,56,77,6,324,125,161,10,35,32,3,3,normal
1422207640,82738503,1074903,412636,2,6,3,1,0,0,0,98,149,3,386,192,208,11,28,23,5,5,normal
610510297,33159075,461644,178210,1,6,3,1,0,0,0,311,328,3,529,368,395,10,27,24,4,4,normal
932458478,59654380,706561,283458,2,2,0,0,0,0,0,510,547,0,683,596,628,12,34,28,6,6,normal
-3260858150,71115414,784500,329600,6,6,0,0,0,0,0,197,218,4,364,220,289,12,39,33,4,4,normal
552831543,40798922,423168,177765,3,3,0,0,0,0,0,81,104,9,245,121,191,10,52,49,3,3,normal
587722873,36343363,450439,184055,7,15,6,2,0,0,0,54,78,4,261,100,199,13,80,91,7,7,normal
1019396342,70071618,1057907,492390,70,72,1,1,0,0,0,92,115,6,366,193,287,10,66,45,3,3,normal
974000286,61116945,464119,181364,49,57,0,0,1,0,0,78,102,8,333,243,254,10,33,29,4,4,normal
-3563229910,51610889,564871,240087,56,48,0,0,1,0,0,52,79,2,244,159,164,8,24,23,1,1,normal
893114879,70212126,695048,315956,27,33,3,1,1,0,0,97,111,3,231,158,202,9,27,25,2,2,normal
582278723,49787935,473073,229505,16,19,3,1,0,0,0,307,331,1,617,438,413,6,28,26,0,0,normal
465166028,38675873,370642,172994,14,16,0,0,0,0,0,60,80,1,339,168,149,8,32,31,1,1,normal
857240680,91228819,691043,320364,13,13,0,0,0,0,0,78,104,3,306,133,232,8,94,92,2,2,normal
743806986,63479290,587031,269761,18,29,14,1,1,0,0,97,92,28,365,159,293,10,116,113,3,3,normal
-3820923202,40244376,379157,166118,13,17,3,1,0,0,0,85,97,8,307,120,254,14,120,113,7,7,normal
813457547,72881157,649211,292571,5,10,3,1,1,0,0,77,102,5,294,126,244,11,102,97,6,6,normal
317015968,23804558,253877,226026,5,6,0,0,0,0,0,64,83,7,345,134,234,17,115,104,10,10,normal
786015779,63084083,622974,170344,7,7,0,0,0,0,0,75,95,0,297,114,254,16,123,114,9,9,normal
577716209,43441131,460953,290943,2,2,0,0,0,0,0,78,104,2,481,199,267,16,113,104,9,10,normal
842573503,85581812,678649,225895,0,8,6,2,0,0,0,298,333,2,532,349,470,12,112,120,6,6,normal
621189507,46737833,488606,211847,1,1,0,0,0,0,0,79,107,0,265,143,218,12,86,67,5,4,normal
-3551209264,46916126,570229,212242,8,8,0,0,1,0,0,82,104,2,217,117,173,8,21,20,1,1,httpFlood
728534184,58318229,565570,256882,2,3,0,0,0,0,0,54,73,5,178,92,135,7,28,27,1,1,normal
690193087,61998013,537644,259825,17,21,3,1,0,0,0,84,103,1,253,126,184,9,31,28,2,2,normal
514401637,56890729,416856,221018,9,13,3,1,0,0,0,78,94,5,221,136,172,10,25,21,3,3,normal
627172500,56521751,503330,253144,4,3,0,0,0,0,0,63,81,8,234,149,137,9,32,29,3,3,normal
512428429,56537299,426176,223396,3,4,0,0,0,0,0,1347,1396,1,1765,1646,1708,8,44,42,2,2,normal
-3637150411,76633206,538570,272909,10,10,0,0,0,0,0,2899,2977,2,3138,3045,3021,8,28,27,1,1,normal
808012969,79371721,647195,309151,1,10,6,2,0,0,0,1226,1176,3,1214,1055,1038,7,25,24,1,1,normal
548096905,52317803,451952,226343,5,5,0,0,0,0,0,90,115,0,441,166,186,8,29,28,1,1,normal
677004214,53606711,544158,247208,5,7,0,0,0,0,0,62,92,1,316,198,153,8,24,23,1,1,normal
530810159,57275279,647607,265044,8,8,0,0,0,0,0,67,85,5,224,114,147,7,26,28,1,1,normal
969657550,47302254,532045,222104,5,9,3,1,0,0,0,81,104,1,227,125,175,9,33,28,2,2,normal
-3484593094,73925128,641184,276287,2,6,3,1,0,0,0,61,88,2,275,164,166,9,27,24,3,3,normal
448168590,34586743,362257,148455,1,1,0,0,0,0,0,74,97,4,211,104,157,9,35,32,3,3,normal
495490926,37167793,670660,280100,8,10,0,0,0,0,0,84,105,5,208,122,179,8,32,31,2,2,normal
585913705,43861652,195778,75686,2,3,0,0,0,0,0,55,97,3,229,134,153,7,24,23,1,1,normal
922495060,71380298,736550,303975,4,9,3,1,0,0,0,1299,1356,1,1632,1566,1625,8,30,28,1,1,normal
421971045,36605739,352357,140912,4,8,3,1,0,0,0,2926,2959,1,3176,3060,3055,7,36,36,0,0,normal
465377109,51412884,389942,188683,1,1,0,0,0,0,0,1215,1192,0,1176,1067,1035,8,22,21,2,2,normal
-3413643682,108989584,726314,303865,7,8,0,0,0,0,0,77,97,2,269,151,162,8,28,26,1,1,normal
566644984,76039872,462647,206968,3,4,0,0,0,0,0,81,107,4,255,146,169,8,30,29,1,1,normal
411842798,52525154,340587,168831,4,12,6,2,0,0,0,46,65,2,213,96,134,10,30,26,4,4,normal
753201046,73286712,627846,291668,0,0,0,0,0,0,0,88,109,4,254,144,166,8,24,23,1,1,normal
524239199,44557740,424885,194240,6,6,0,0,0,0,0,93,105,6,250,133,182,9,32,29,3,3,normal
657093769,60748381,540291,228938,1,2,0,0,0,0,0,51,75,0,309,153,133,10,26,25,3,3,normal
481394835,48875975,392996,226773,7,11,3,1,0,0,0,92,114,3,261,141,190,10,41,35,4,4,normal
655023299,49269468,526678,177687,2,6,3,1,0,0,0,315,344,1,555,349,411,10,31,28,3,3,normal
-3836029410,39535499,367212,165555,8,8,0,0,0,0,0,310,351,0,538,429,519,13,41,35,8,8,normal
1132761576,74147455,855159,439448,5,7,0,0,0,0,0,364,396,2,630,394,418,15,67,59,6,6,normal
1461963401,90668558,1063752,621975,3,3,0,0,0,0,0,104,158,4,388,199,272,10,79,75,4,4,normal
1031961509,77752957,750878,436638,0,8,6,2,0,0,0,60,100,1,306,150,206,12,68,63,6,6,normal
-2621191917,99838080,1209527,701558,4,4,0,0,0,0,0,84,133,4,238,125,209,11,33,28,4,4,normal
1531538954,85301080,1107150,590506,5,6,0,0,0,0,0,73,124,7,244,143,197,9,36,33,3,3,normal
1072495839,65247933,780573,403581,1,2,0,0,0,0,0,66,111,0,196,129,168,8,30,29,1,1,normal
-2714133499,93996641,1157900,612124,1,0,3,1,0,0,0,92,122,3,311,162,191,9,33,33,2,2,normal
659164417,61705877,627623,230995,2,10,3,1,0,0,0,297,322,2,416,329,385,7,27,24,0,0,normal
563921692,32459295,343425,114126,7,7,0,0,0,0,0,70,96,0,234,106,194,7,62,61,1,1,normal
592947784,59557076,675846,210449,1,2,0,0,0,0,0,74,97,2,330,112,230,8,91,90,2,2,normal
801657002,36087444,415739,140349,5,4,0,0,0,0,0,54,86,4,271,88,230,7,114,113,1,1,normal
-3386067120,84190623,727143,258962,3,7,3,1,0,0,0,77,102,1,318,112,242,11,101,97,3,3,normal
550197245,47711562,431460,142457,6,11,3,1,0,0,0,85,110,3,309,125,252,8,103,101,2,2,normal
761154362,91841306,612313,221499,5,6,0,0,0,0,0,58,79,7,264,93,235,11,109,129,5,5,normal
845144980,-4214859847,679849,240364,3,3,0,0,0,0,0,82,105,1,317,133,253,11,132,103,5,5,normal
730763148,67881633,583378,204139,4,5,0,0,0,0,0,77,100,3,321,139,261,12,111,106,4,4,normal
612087553,71716611,586525,209345,1,9,6,2,0,0,0,302,332,2,450,342,447,11,85,80,5,5,normal
-3799393515,65156474,499087,206909,3,3,0,0,0,0,0,80,110,0,339,151,191,11,40,36,4,4,normal
726650250,52468659,380239,175717,6,6,0,0,0,0,0,71,94,1,311,190,167,11,30,25,5,5,normal
813041469,91470487,652945,299915,5,5,0,0,0,0,0,63,86,5,174,84,151,10,40,40,3,3,normal
693153684,70676784,552138,216296,0,4,3,1,0,0,0,83,105,1,233,126,173,8,35,30,2,2,normal
534126040,48740938,438954,182616,4,8,3,1,0,0,0,72,93,2,286,184,176,10,37,34,3,3,normal
593960114,69435757,480870,213334,6,8,0,0,0,0,0,61,85,5,319,128,206,9,83,80,3,3,normal
-3473094824,72576215,651156,257055,2,1,0,0,0,0,0,1100,1174,4,1368,1302,1410,9,42,40,2,2,normal
808100141,102101115,661364,272802,1,1,0,0,0,0,0,2778,2834,2,3045,2909,2978,9,84,81,3,3,normal
440300103,53673900,356270,151727,2,7,3,1,0,0,0,1382,1356,2,1437,1350,1357,14,24,17,7,7,normal
735441675,91736050,604785,265791,4,8,3,1,0,0,0,282,283,0,399,255,219,9,26,31,3,3,normal
241643425,18417076,192933,288129,3,3,0,0,0,0,0,61,82,0,242,163,151,8,38,29,1,1,normal
967180056,172104651,786244,163723,1,1,0,0,0,0,0,76,100,5,301,136,165,7,23,22,1,1,normal
566870544,71784959,463747,279888,3,4,0,0,0,0,0,76,102,2,264,115,151,8,21,20,1,1,httpFlood
440003769,57906719,363259,82268,2,10,6,2,0,0,0,47,69,2,227,131,157,10,31,29,4,4,normal
-3345868011,100596597,769362,310414,2,2,0,0,0,0,0,80,118,2,243,138,163,7,21,16,3,3,httpFlood
474453501,51871517,383556,169830,4,7,0,0,0,0,0,87,108,7,202,124,169,10,29,28,1,1,normal
552603435,74554757,452359,219047,1,1,0,0,0,0,0,232,336,1,565,562,644,7,34,33,1,1,normal
779662195,108373001,745315,347700,1,5,3,1,0,0,0,3045,3011,3,3166,3039,3053,9,35,33,2,2,normal
721378070,64015967,476619,206202,3,8,3,1,0,0,0,2128,2129,1,2194,1983,2000,6,34,34,0,0,normal
483854449,58227848,390849,172765,2,2,0,0,0,0,0,56,82,0,301,113,134,8,32,31,1,1,normal
-3500383678,102891008,650695,304578,1,2,0,0,0,0,0,84,104,2,283,153,168,8,31,29,2,2,normal
697739424,86917558,568535,262068,2,2,0,0,0,0,0,66,88,4,214,99,157,8,26,25,1,1,normal
646046892,82490923,521178,235697,3,10,6,2,0,0,0,58,83,1,232,94,147,9,28,25,4,4,normal
701492527,78447521,569585,260918,1,2,0,0,0,0,0,80,100,4,372,113,159,8,26,24,1,1,normal
632281017,68979454,522610,244964,2,2,0,0,0,0,0,69,91,7,258,147,168,11,37,34,3,3,normal
552985475,49535938,448613,218250,4,4,0,0,0,0,0,74,92,1,214,101,148,7,29,36,1,1,normal
-3548360370,89594703,605777,286607,4,8,3,1,0,0,0,88,117,2,259,122,187,11,34,22,4,4,normal
647957310,52099653,598666,272807,2,8,3,1,0,0,0,309,332,2,466,347,416,9,39,36,3,3,normal
689382505,65396050,464432,214372,4,7,0,0,0,0,0,74,93,0,309,159,168,10,44,41,4,4,normal
726526376,69043933,580878,274190,6,5,0,0,0,0,0,501,531,2,712,556,671,15,90,82,7,7,normal
814330558,67135985,654057,302060,4,5,0,0,0,0,0,202,221,4,364,229,334,11,81,76,5,6,normal
479776153,50486785,381207,228263,1,5,3,1,0,0,0,73,97,1,235,114,175,17,52,42,10,9,normal
687637538,72840284,551788,222820,1,5,3,1,0,0,0,82,107,3,917,165,207,15,56,47,10,10,normal
-3703913122,63276027,474376,215513,3,5,0,0,0,0,0,68,84,8,280,187,162,17,46,40,9,9,normal
675853046,80001196,558201,278194,6,6,0,0,0,0,0,79,107,0,220,116,176,11,33,23,6,6,normal
599199360,50336539,460423,265422,10,10,0,0,0,0,0,79,110,3,226,130,184,11,31,29,2,2,normal
1099585492,82629019,834067,465172,0,8,6,2,0,0,0,301,320,6,496,406,425,7,52,51,1,1,normal
683666047,70260785,548345,264583,5,6,0,0,0,0,0,80,103,2,364,114,217,7,84,83,1,1,normal
537252210,46190498,414593,215700,4,4,0,0,0,0,0,77,113,3,342,115,245,8,98,97,1,1,normal
-3242962124,83641993,800325,467245,1,1,0,0,0,0,0,52,67,7,290,117,204,8,99,98,1,1,normal
509009074,51689334,394678,383044,2,6,3,1,0,0,0,83,107,3,332,147,234,8,96,115,2,2,normal
784766867,91710822,626268,194239,5,9,3,1,0,0,0,74,95,2,280,128,256,11,124,100,3,3,normal
509815244,40657696,393546,204506,4,4,0,0,0,0,0,65,74,11,261,85,216,9,114,111,3,4,normal
529475606,49786598,433665,210101,3,3,0,0,0,0,0,83,105,4,340,123,247,12,108,102,6,5,normal
646798757,60882661,524211,265702,2,3,0,0,0,0,0,67,89,4,275,112,237,11,87,82,5,5,normal
349287357,33945711,283868,231528,2,6,3,2,0,0,0,267,286,4,537,388,420,11,55,50,4,4,normal
-3673531114,56498703,503294,165955,2,6,3,0,0,0,0,143,161,2,210,125,182,12,32,27,5,5,normal
341395611,74228165,670596,286406,10,12,0,0,0,0,0,52,79,1,213,104,165,10,30,26,4,4,normal
1016058768,40308096,419469,162173,1,1,0,0,0,0,0,80,107,4,179,103,157,11,27,26,4,4,normal
882533520,79879035,709623,299438,5,5,0,1,0,0,0,77,110,2,265,158,176,8,38,33,2,2,normal
260994814,31633077,209683,90251,6,14,6,1,0,0,0,68,88,3,233,144,164,10,33,30,3,3,normal
1062581725,104709474,854669,367869,5,5,0,0,0,0,0,82,110,3,236,109,169,9,20,17,3,3,httpFlood
-3605412905,70742161,555781,332524,6,7,0,0,0,0,0,616,689,7,967,866,991,8,30,29,1,2,normal
597793625,47476884,476328,92459,8,7,0,0,0,0,0,2886,2915,2,3011,2904,2983,7,30,29,2,1,normal
1406415538,117626401,1118460,432856,6,11,3,1,0,0,0,1720,1720,4,1733,1617,1563,9,26,24,1,1,normal
698279379,54842160,559753,233614,3,7,3,1,0,0,0,304,314,1,506,361,372,6,34,34,0,0,normal
372182111,30784891,300276,126837,4,6,0,0,0,0,0,43,79,0,306,136,159,7,37,36,1,1,normal
-3413149439,68810114,904674,415902,1,1,0,0,0,0,0,82,103,2,250,142,172,9,38,36,2,2,normal
779168233,67555591,402069,187836,0,1,0,0,0,0,0,75,96,4,263,168,175,7,33,33,1,1,normal
497240315,-4252857465,390325,182578,9,16,6,2,0,0,0,51,82,1,235,124,153,11,36,30,4,4,normal
881612926,115499590,705155,358036,4,4,0,0,0,0,0,82,102,3,203,122,161,7,19,18,1,1,httpFlood
743750303,66551951,586985,283624,4,4,0,0,0,0,0,72,94,8,218,139,162,10,25,22,3,3,normal
